,St.1_50m,St.1_90m,St.3_40m,St.3_60m,St.3_80m,St.5_20m,St.5_50m,St. 5_80m,St.6_40m,St.6_80m,St.8_40m,St.8_70m,St.9_40m,St.9_70m,St.12_40m
K01955_carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],72.57487084,57.91665375,55.91699448,37.57399361,65.69666843,50.70968184,40.16836725,36.14843508,33.64469631,22.34869234,47.47820895,34.12908507,54.68582933,55.80101833,51.89359479
K01958_pyruvate carboxylase [EC:6.4.1.1],67.27694012,74.86668315,98.30039375,102.3465278,117.1105113,74.21760852,59.4763531,50.33181622,53.4710921,80.37004555,43.97874435,73.56492607,62.53637112,101.3899548,67.60656833
K01962_acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2],16.84275713,3.105122173,24.48166976,16.63813366,20.8880163,2.678731694,29.79314829,2.18367722,2.636094093,12.6697267,2.835539743,8.756968118,10.84017864,10.60772008,8.251244569
K01968_3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4],2.407526439,4.057694294,29.49044873,2.140449556,4.679301573,4.196220456,1.45091645,4.032200031,1.622532028,4.257379296,3.333325272,2.634276105,35.19409048,6.065127305,10.34042829
K01969_3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4],0,0,1.639548445,0.473561903,0,3.049729745,0.7373789,2.486111389,8.003165164,4.808151369,2.152170227,0.623111728,4.628069225,0,0
K01971_bifunctional non-homologous end joining protein LigD [EC:6.5.1.1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01974_RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4],0,3.305058611,0.867636817,1.077603347,1.258470547,0,3.472917219,0.657815808,0.529401919,0,0.569456222,2.176324142,1.755216813,7.086736386,0
K01999_branched-chain amino acid transport system substrate-binding protein,1.108564846,15.59584332,41.98003577,29.33905629,19.11539679,17.65219938,25.04451793,28.40092865,24.73173284,38.71036691,28.42032008,53.33226888,28.00704472,23.34889146,9.272903401
K02002_glycine betaine/proline transport system substrate-binding protein,0,0,0,0,1.601689787,2.567559034,5.463015849,2.93027042,3.705813435,0.97151264,6.160480943,0,5.1951449,0,0
K02003_putative ABC transport system ATP-binding protein,0.908546014,0,0.699146784,0,5.283551254,0.650242678,0,0,0.471425382,0.410064561,0,0,0.657843674,1.144420918,2.571903583
K02006_cobalt/nickel transport system ATP-binding protein,0,0,0,10.84833844,2.095281883,0,1.299372953,6.023742486,1.76284817,0.847268866,0,0,2.718452244,1.182292138,0.827684305
K02013_iron complex transport system ATP-binding protein [EC:3.6.3.34],0,0,0,0,1.764928207,0,0,0,0,0,0,0,0,0,0
K02016_iron complex transport system substrate-binding protein,22.97946432,37.4100604,65.06134837,52.95637364,31.94974998,71.88272701,36.52277736,45.48716169,69.21771483,34.94531435,100.949333,42.81636388,113.563189,47.48929978,95.91745956
K02021_putative ABC transport system ATP-binding protein,0,1.488126733,2.070496949,0.598035684,0.500528059,2.246614155,2.483189022,4.186100599,1.473903071,1.2143908,2.2648827,1.836086139,3.571662119,0,0
K02027_multiple sugar transport system substrate-binding protein,0,0,2.866014105,3.89070842,2.286367808,1.732601901,4.769210595,3.911264286,7.694466959,9.581578297,4.138313371,8.169232542,6.741750409,0.351849558,0
K02035_peptide/nickel transport system substrate-binding protein,7.081931319,23.32313651,21.17350894,26.51115151,30.19847286,35.80822768,6.96350296,14.45452961,26.44489209,27.12145948,138.1986444,37.06480311,109.797855,55.05187486,99.82139855
K02049_NitT/TauT family transport system ATP-binding protein,0,0,0,0,0,0,0,0,0.419870488,0,0,0.216955943,0,0.467215569,0
K02051_NitT/TauT family transport system substrate-binding protein,0,0,0,0,3.469413666,3.336947444,0,0,0.729740659,5.611705434,2.354857492,0.90906026,0,0.489416309,0
K02058_simple sugar transport system substrate-binding protein,0.509336402,1.133280508,1.202837493,0.23161581,1.13700201,0,0,1.796615683,5.794558014,7.911094542,5.192174006,5.687819408,5.292323298,0.984451634,0.89828364
K02077_zinc/manganese transport system substrate-binding protein,7.847927345,10.20434048,7.564708384,15.64435282,8.45924639,7.726168036,3.448747426,5.578362814,8.967865082,7.712356544,29.29057398,12.44056719,35.14451401,1.568997937,9.519505399
K02087_cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23],0,0,0,1.932813132,6.066280183,15.982012,6.019131235,3.170908538,16.8425892,2.453020938,17.01889822,2.54319134,15.74097796,4.465923817,0
K02090_cyclin-dependent kinase 5 [EC:2.7.11.22],16.52751398,9.73988985,15.78843245,9.958916396,7.40947252,2.344446889,3.452583678,1.049636722,5.802535011,5.542814683,0,6.080095891,3.977759755,16.99490583,2.888621463
K02115_F-type H+-transporting ATPase subunit gamma,4.748711998,4.107220891,1.320897692,9.055950578,15.70111921,25.16869492,17.05857575,18.2377128,27.68886118,28.93981976,11.26444068,4.552475711,32.05468496,10.0820226,0
K02144_V-type H+-transporting ATPase subunit H,0,0,0.829510258,0.958372307,1.203169585,9.25784944,10.44590917,4.402365892,20.24553658,21.40712334,14.69968049,9.45768157,10.14657457,0,0.950559054
K02145_V-type H+-transporting ATPase subunit A [EC:3.6.3.14],205.2418199,106.5176298,118.9176984,141.2186751,81.1458017,121.0132799,113.0462719,98.2664439,101.4370191,63.33334051,81.19899406,77.99793246,136.4090403,81.20978315,185.6725704
K02146_V-type H+-transporting ATPase subunit d,8.860249061,7.658534891,5.608106147,18.24095172,14.20815554,23.15338632,12.81023079,7.132259849,16.40419186,12.45111814,6.199831862,12.46376541,8.485986036,7.068169997,17.25709136
K02147_V-type H+-transporting ATPase subunit B,90.4326016,63.70926974,101.361919,62.18177916,27.6835381,38.76921655,32.41061784,29.45931697,30.22525024,29.25837049,22.19279499,19.54755519,38.49903846,20.9122557,80.28623633
K02149_V-type H+-transporting ATPase subunit D,6.019029312,7.391740625,5.14761991,6.111573013,8.698848991,0,2.456567521,1.747662461,4.02372126,3.310397366,1.858549878,5.072596226,2.245449564,1.25772992,5.991993094
K02150_V-type H+-transporting ATPase subunit E,37.74536826,40.56538378,37.51468893,24.8343184,16.85608967,8.25053898,12.89255562,7.171171857,14.37132485,14.18034778,15.81656761,9.683348456,10.90824557,8.946507343,29.63926206
K02151_V-type H+-transporting ATPase subunit F,30.27529385,30.29117223,9.016797122,11.36300231,18.57666815,41.2764328,25.13644753,50.61821406,22.95995988,38.00304351,20.60987346,15.39873698,18.75306786,8.031684782,26.68329288
K02152_V-type H+-transporting ATPase subunit G,0,0,1.55729685,1.34941385,1.129396645,3.620916587,0.700386647,0,0.475104287,0,3.577353187,0,4.395891839,5.735500821,0
K02154_V-type H+-transporting ATPase subunit a,119.9800971,104.1990143,112.8823204,101.5597724,129.1702494,144.5178283,119.9887608,119.051588,128.8858942,113.4224964,133.1309374,89.52359783,129.2715134,156.7894376,141.8023816
K02155_V-type H+-transporting ATPase 16kDa proteolipid subunit,63.85401478,23.48616872,33.74473686,46.08314132,34.49999848,74.88895212,107.266274,58.77390125,25.06710839,6.705787769,16.59192111,18.11362795,11.78226549,0.877418647,28.63528839
K02156_aubergine,0,0,0,0,2.302429069,2.952692889,0,3.008759806,3.8742595,1.862065894,4.167384167,6.032854456,2.240406238,0,0
K02183_calmodulin,83.961085,174.272009,161.6105854,122.7933254,162.3750632,145.8586204,176.9061922,151.0226329,197.1969155,196.8721469,157.7337531,162.2050422,148.482342,149.0544521,83.86987664
K02202_cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23],1.236563307,6.155248993,13.32188954,1.099386216,7.902104797,2.278978502,10.89188426,15.69223531,33.73524904,14.86064072,10.27408279,4.557005941,21.91490445,0,5.452116643
K02203_phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39],4.438820893,1.278967519,3.331228795,11.58561544,14.7406768,5.792544012,0.800314424,17.16343295,3.397724822,4.44471425,11.11539243,9.36105719,12.72119079,5.458617645,6.117483234
K02206_cyclin-dependent kinase 2 [EC:2.7.11.22],16.00268942,21.67199082,17.30730711,9.154363284,19.10065164,12.06650913,32.19224653,33.13601734,18.1153779,23.05906871,18.67283731,18.89578373,15.79793013,13.51066823,18.47202436
K02209_DNA replication licensing factor MCM5 [EC:3.6.4.12],43.68084979,39.74791877,30.5721477,62.36619128,49.13890151,43.90029876,43.52063676,37.55259397,35.0972453,25.66860736,44.09079226,29.36907904,38.21684505,31.1386379,54.46129131
K02210_DNA replication licensing factor MCM7 [EC:3.6.4.12],1.894859014,19.38810626,9.477890695,16.00421729,3.17244924,6.102642924,7.869480034,6.080332969,6.672785151,5.131371566,1.914038657,1.691729257,0.685997735,5.966996331,7.519140405
K02212_DNA replication licensing factor MCM4 [EC:3.6.4.12],40.52493757,41.15967897,18.10624971,39.70677875,16.59971111,43.43812673,26.5736418,18.7383553,27.34206259,23.43075429,20.93778389,27.034945,34.55625267,40.15125255,72.18955888
K02218_casein kinase 1 [EC:2.7.11.1],25.80532432,56.45082583,32.31748137,22.15576947,49.16703159,32.99152317,25.4314399,19.31235608,18.84246129,17.09923035,13.91976194,15.5921824,24.56372048,36.33870306,22.20764675
K02219_cyclin-dependent kinase regulatory subunit CKS1,7.319656997,7.084603344,12.67344503,0.81345714,12.2548644,6.548310843,6.333133293,0,9.451318538,6.607330592,2.772654789,7.492416018,0,1.152496469,0
K02220_G2/mitotic-specific cyclin 1/2,1.525729288,12.57233905,20.00943619,13.10777396,12.75535016,1.671335598,4.515160913,4.768531813,2.668239588,1.517238877,5.260201565,5.217659048,11.12690291,2.167038068,6.645189115
K02226_alpha-ribazole phosphatase [EC:3.1.3.73],0.706882763,2.345769866,1.631887003,0.942697994,0,0,0.489288803,0.412415674,1.327627866,0.957136674,0.714037786,1.240399982,5.118269703,23.15045866,0.623341685
K02234_cobalamin biosynthesis protein CobW,0,1.783737695,1.063625844,1.22885708,2.056992468,3.297423531,3.826884199,0.268802907,3.677596581,2.49535734,0.698089734,2.694879148,3.002371812,1.741030199,0
K02256_cytochrome c oxidase subunit 1 [EC:1.9.3.1],686.8607863,1156.494337,2248.628701,1186.291238,542.0264079,508.976033,615.6682073,702.4755611,442.9110968,512.066505,108.0629455,913.9133437,636.7903718,681.2155493,1809.645264
K02265_cytochrome c oxidase subunit 5b,10.59498989,0,0,25.11905004,3.941901909,5.055194052,4.889080332,2.060473641,3.316486731,1.593986368,0,0,0,6.672820022,18.68569782
K02267_cytochrome c oxidase subunit 6b,14.98559354,14.56746299,17.59445231,12.34855297,16.44145264,34.78523578,64.41636152,18.3526056,29.21335549,12.36252986,15.87668832,15.13306509,26.62292739,20.02632913,25.6120158
K02293_15-cis-phytoene desaturase [EC:1.3.5.5],0.626821456,0.604909211,0,0.693740247,1.399266285,1.679993169,19.61709024,11.67248035,6.675991349,1.974552743,5.772755147,2.746009736,21.78516563,14.60677845,0.411713335
K02295_cryptochrome,2.264376219,1.81511283,0.580829636,8.895569515,0,8.643225756,7.677933726,3.709654468,22.85184847,4.20658106,4.574592183,4.127044378,7.104711674,1.66381195,0
K02320_DNA polymerase alpha subunit A [EC:2.7.7.7],20.28868985,6.987025388,22.48532387,10.75944193,25.00641204,32.57638397,19.70929168,22.57305705,18.74424568,8.666730743,11.56560871,8.967988041,20.11799717,27.52629677,9.066602307
K02321_DNA polymerase alpha subunit B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02324_DNA polymerase epsilon subunit 1 [EC:2.7.7.7],3.121602234,3.129756068,28.39901446,12.7556211,14.91624255,15.72964738,17.49763343,7.613987058,13.60016229,21.98537718,16.6535037,23.41477714,7.053411076,10.29878569,12.69586544
K02327_DNA polymerase delta subunit 1 [EC:2.7.7.7],9.105177361,9.733431306,9.845251602,13.67589244,13.59735443,8.228037664,17.07087421,9.682705753,12.52475488,8.459118901,11.89177861,10.97697673,9.916895312,5.986124254,10.13660218
K02328_DNA polymerase delta subunit 2,1.183360453,5.89042081,3.642490938,1.578128062,26.97685539,20.03356866,9.70518777,27.61027591,27.57957859,5.025358719,17.87022408,0.748788705,13.27295357,0,5.94518643
K02335_DNA polymerase I [EC:2.7.7.7],5.099086897,2.115146424,0,0,7.114247125,0,0,0,0,0,0,0,0,0.802862709,3.372348553
K02342_DNA polymerase III subunit epsilon [EC:2.7.7.7],0,0,2.450693464,2.831401693,0,0,2.204374816,0,7.47664114,0,16.08464065,0,0,0,0
K02349_DNA polymerase theta [EC:2.7.7.7],0,1.442513653,0,0,0,0.622214977,0.601768987,0,0,0,0,0,0,0,0
K02355_elongation factor G,14.83906752,16.28831946,19.69265713,12.83488179,15.92776221,24.80921501,7.155746251,16.3195882,18.52057161,18.78599354,13.13665144,17.22139378,21.10852944,7.899867307,14.39649985
K02359_egghead protein (zeste-white 4 protein),0,0,0,0,1.241505871,0,0,0,0,0,0,0,0,0,0
K02371_enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9],0,0,0,0,0,0,0,0,0,0,0,0,0,12.08218227,0
K02377_GDP-L-fucose synthase [EC:1.1.1.271],16.61551489,31.3962676,14.37668587,29.11960904,24.57864356,4.002447191,8.90049876,13.59920994,23.94968742,19.23100611,12.2352884,13.71129449,15.05385254,19.51988164,27.22679813
K02412_flagellum-specific ATP synthase [EC:3.6.3.14],0,0,0,0,0,0,9.680228393,3.26373945,0,0,0,0,0,0,0
"K02429_MFS transporter, FHS family, L-fucose permease",0,0.692406553,0,0,1.397336263,0,0,0,0,0,0,0.732263713,0,3.942332749,0
K02431_L-fucose mutarotase [EC:5.1.3.29],0,1.279510836,0.593413456,0.685598541,0,1.103810426,0,0,0,0.3480497,0,0.902109078,0.558356695,0,0
K02437_glycine cleavage system H protein,19.73777695,10.21171774,3.058157779,8.9521574,27.72577606,48.2401164,39.45161798,38.86234766,37.51361635,17.77268807,33.9297231,21.08283365,31.46299582,9.843403223,7.695139487
K02438_glycogen operon protein [EC:3.2.1.-],12.00537185,25.57445517,26.52250482,10.33870199,37.76821084,17.18860106,48.14423583,36.81455828,30.79058575,45.59147069,51.44143542,46.76841301,35.28849578,10.88973859,4.566983729
K02440_glycerol uptake facilitator protein,20.72677622,21.29136664,6.947733552,33.23634626,27.95507854,10.80686939,14.78227818,47.21135691,59.79201289,52.57659707,55.34125487,34.90020266,34.792191,21.58976216,16.47822077
K02453_general secretion pathway protein D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02469_DNA gyrase subunit A [EC:5.99.1.3],1.299409402,0,1.499887553,0,3.62587255,2.324955031,1.349134193,1.13716906,3.355657835,0,2.95326437,3.040178623,2.82255904,0,0
K02471_putative ATP-binding cassette transporter,11.70935186,18.68252623,24.57006621,10.56771906,27.97274281,20.91844334,30.94194114,21.97062394,27.59194763,18.97974115,35.38758434,28.17407068,21.29050872,4.165404096,16.27841268
K02472_UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336],0,2.817030029,1.567783698,0,0,2.916239891,0,8.320520944,1.434910926,0.919538713,0,0.595837477,0.737582301,0.641569303,0
K02492_glutamyl-tRNA reductase [EC:1.2.1.70],12.86128462,5.980300028,9.220602083,14.64616188,12.46306069,8.921500036,9.697770489,12.36350549,13.56679542,13.99750392,12.7415521,33.28600043,17.36293128,8.5225875,8.003280981
K02510_4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],3.022306846,10.90767346,10.3206853,2.754093797,1.728786332,5.380638554,0,11.0229746,1.383664107,6.087348522,0.782273478,0,6.785393825,5.972551889,14.35885157
K02516_protein arginine N-methyltransferase 5 [EC:2.1.1.125],0,0,0,0,0,0,0,0,0,0,0,0,0,8.694117849,0
K02519_translation initiation factor IF-2,0,0,0,0,10.71188328,13.801539,9.550522181,11.79571473,12.51123423,17.6736878,21.59291513,7.519705271,24.01271292,6.477487236,0
K02540_DNA replication licensing factor MCM2 [EC:3.6.4.12],31.48907583,60.35851018,89.83255405,78.38216275,63.8941694,59.61980955,48.7392333,52.22737162,56.57151037,56.30751209,35.891782,58.38965345,44.9766173,32.36194337,46.94145125
K02541_DNA replication licensing factor MCM3 [EC:3.6.4.12],9.96656501,5.813569696,4.257722569,8.544800497,4.69922233,7.678423929,10.13226208,7.693881212,8.007827822,9.069633012,9.193170425,2.935137956,16.96173948,2.309649489,20.97927321
K02542_DNA replication licensing factor MCM6 [EC:3.6.4.12],158.9468006,125.1012548,156.2965548,144.9407086,135.0549852,97.3787469,103.6298249,95.45706119,75.71931113,59.9291335,81.81959257,87.01743563,81.31912548,73.65467523,133.3531448
K02557_chemotaxis protein MotB,28.04716638,8.617935644,14.38862086,48.83256525,55.65356446,24.53396324,14.02095913,25.90890847,7.316198197,6.3294257,18.88737202,8.658311288,27.07718441,5.704042524,21.29741838
K02564_glucosamine-6-phosphate deaminase [EC:3.5.99.6],5.909098096,16.80091458,3.330665479,30.06137903,4.731317311,2.537470452,0.818029717,3.671403334,2.219627839,7.026830102,7.019635026,6.445817707,2.567132148,4.456257315,7.124019959
"K02575_MFS transporter, NNP family, nitrate/nitrite transporter",357.6738515,334.8156648,213.4726397,275.723594,458.541647,188.8845283,227.2122068,128.6392891,77.9872554,71.0546466,153.8070381,88.87688296,306.5676804,201.6078168,276.5754181
K02599_Notch,10.7854529,21.22595531,16.0482589,9.150965048,31.55199149,12.90117678,15.17827566,5.069924929,8.982539255,10.84541048,15.48686159,4.447039107,15.25093013,8.802388571,3.887157976
K02600_N utilization substance protein A,9.777226786,6.710586476,11.28569698,3.220436932,12.7066781,4.034728033,2.865435907,2.415241623,1.054872636,1.739325431,1.946342845,1.648727308,2.248070114,6.157785454,2.641487535
K02603_origin recognition complex subunit 1,0,0,0.723030681,0,2.097450912,17.48385438,7.804308356,17.54175489,11.47037492,9.329605514,7.592749621,8.243652052,14.28664848,2.958790106,0
K02606_origin recognition complex subunit 4,0,0.979820594,0,1.575047786,4.613846151,5.494275643,0,5.512470796,2.495456672,3.464872125,2.087759147,2.072444472,9.834270714,1.115754551,0
K02636_cytochrome b6-f complex iron-sulfur subunit [EC:1.10.9.1],26.09370114,20.62746342,27.0202851,17.59372445,37.39228398,16.16188333,7.833637271,19.76571115,11.72643515,16.03193715,7.234572125,19.71609218,8.696112707,2.79514855,12.91260411
K02638_plastocyanin,0,0,0,0,50.12280271,130.3721551,56.57102422,52.64004332,86.68242028,59.55148228,61.3627112,26.40943017,62.84033633,38.97981712,0
K02641_ferredoxin--NADP+ reductase [EC:1.18.1.2],335.4199509,397.8422776,390.1808863,352.8475991,210.1084597,380.3088354,386.83186,452.2325256,347.8186465,228.2752106,393.4998547,338.4737125,348.4198415,399.9710755,498.1149855
K02674_type IV pilus assembly protein PilY1,7.61653819,3.510452806,6.837948897,3.385802025,4.250638282,5.451125334,3.514667539,0.740617798,13.70891823,4.583546816,7.052496283,0,4.595705104,0.799494054,5.596998064
K02684_DNA primase small subunit [EC:2.7.7.-],20.25021482,13.53909114,6.082730017,6.11529194,20.52510552,9.632024189,16.74425289,10.51965657,21.54437341,22.29560847,25.48552997,13.1853914,12.7212048,2.589117228,21.79832249
K02690_photosystem I P700 chlorophyll a apoprotein A2,0,11.44733722,0,5.172753093,23.6340134,15.73466335,20.3671863,8.681011899,0,0,0,13.33364806,0,0,9.840623645
K02716_photosystem II oxygen-evolving enhancer protein 1,51.72685641,78.18714962,64.73885051,46.71222814,13.14991635,14.83629534,16.33355474,12.16411515,33.68043287,7.279499716,14.24202796,20.56180901,17.32148634,0,46.75410273
K02719_photosystem II PsbU protein,0,1.6010661,7.789378855,6.268070674,1.883027492,13.2197725,7.683187318,12.67250126,8.830485215,7.398072028,5.301185767,12.26753671,5.503815715,2.662320519,6.170448555
K02725_20S proteasome subunit alpha 6 [EC:3.4.25.1],1.192690496,5.936863024,14.68483863,2.650950994,1.331233628,2.560811179,4.127771503,1.391699674,2.800056143,1.076621542,2.409525668,0.697623117,0,1.502334425,8.41388408
